id;nom;birlik
414181;"Опора наружного освещения композитная, силовая, с металлическим фланцем высотой 320 мм, размером основания 400х400х12 мм, нагрузка на вершину 500 кг, номинальный диаметр основания/вершины 245/93 мм, толщина стенки 8 мм, высота 9000 мм";"шт"
414182;"Опора наружного освещения композитная, силовая, с металлическим фланцем высотой 320 мм, размером основания 400х400х12 мм, нагрузка на вершину 500 кг, номинальный диаметр основания/вершины 245/76 мм, толщина стенки 8 мм, высота 10000 мм";"шт"
414183;"Опора наружного освещения композитная, силовая, фланцевая, высота 5000 мм, номинальный диаметр основания/вершины 245/160 мм, толщина стенки8 мм, нагрузка на вершину 500 кг";"шт"
414184;"Опора наружного освещения композитная, силовая, фланцевая, высота 6000 мм, номинальный диаметр основания/вершины 245/145 мм, толщина стенки8 мм, нагрузка на вершину 500 кг";"шт"
414185;"Опора наружного освещения композитная, силовая, фланцевая, высота 7000 мм, номинальный диаметр основания/вершины 245/127 мм, толщина стенки8 мм, нагрузка на вершину 500 кг";"шт"
414186;"Опора наружного освещения композитная, силовая, фланцевая, высота 8000 мм, номинальный диаметр основания/вершины 245/110 мм, толщина стенки8 мм, нагрузка на вершину 500 кг";"шт"
414187;"Опора наружного освещения композитная, силовая, фланцевая, высота 9000 мм, номинальный диаметр основания/вершины 245/93 мм, толщина стенки 8мм, нагрузка на вершину 500 кг";"шт"
414188;"Опора наружного освещения композитная, силовая, фланцевая, высота 10000 мм, номинальный диаметр основания/вершины 245/76 мм, толщина стенки 8мм, нагрузка на вершину 500 кг";"шт"
414189;"Опора наружного освещения композитная, силовая, фланцевая, высота 5000 мм, номинальный диаметр основания/вершины 245/160 мм, толщина стенки 8 мм, нагрузка на вершину 500 кг";"шт"
414190;"Опора наружного освещения композитная, силовая, фланцевая, высота 6000 мм, номинальный диаметр основания/вершины 245/145 мм, толщина стенки 8 мм, нагрузка на вершину 500 кг";"шт"
414191;"Опора наружного освещения композитная, силовая, фланцевая, высота 7000 мм, номинальный диаметр основания/вершины 245/127 мм, толщина стенки 8 мм, нагрузка на вершину 500 кг";"шт"
414192;"Опора наружного освещения композитная, силовая, фланцевая, высота 8000 мм, номинальный диаметр основания/вершины 245/110 мм, толщина стенки 8 мм, нагрузка на вершину 500 кг";"шт"
414193;"Опора наружного освещения композитная, силовая, фланцевая, высота 9000 мм, номинальный диаметр основания/вершины 245/93 мм, толщина стенки 8 мм, нагрузка на вершину 500 кг";"шт"
414194;"Опора наружного освещения композитная, силовая, фланцевая, высота 10000 мм, номинальный диаметр основания/вершины 245/76 мм, толщинастенки 8 мм, нагрузка на вершину 500 кг";"шт"
414195;"Опоры рамные стальные РМГ для информационных щитов, оцинкованные";"т"
414196;"Опоры рамные стальные РМГ для информационных щитов, покрытие грунт ГФ-021";"т"
414197;"Опоры рамные стальные РМП для информационных щитов, оцинкованные";"т"
414198;"Опоры рамные стальные РМП для информационных щитов, покрытие грунт ГФ-021";"т"
414199;"Опоры рамные стальные РМТ для информационных щитов, оцинкованные";"т"
414200;"Опоры рамные стальные РМТ для информационных щитов, покрытие грунт ГФ-021";"т"
414201;"Основание (кинета) сборного канализационного колодца, полипропиленовое, в сборе с дном, врезками (вход, выход), лотками, диаметр 630 мм, высота 250 мм";"шт"
414202;"Основание (кинета) сборного канализационного колодца, полипропиленовое, в сборе с дном, врезками (вход, выход), лотками, диаметр 800 мм, высота 250 мм";"шт"
414203;"Основание (кинета) сборного канализационного колодца, полипропиленовое, в сборе с дном, врезками (вход, выход), лотками, диаметр 1000 мм, высота 250 мм";"шт"
414204;"Отвод гнутый 90°, номинальное давление до 16 МПа, номинальный диаметр 50 мм, наружный диаметр 57 мм, толщина стенки 4,5 мм";"т"
414205;"Отвод гнутый 90°, номинальное давление до 16 МПа, номинальный диаметр 100 мм, наружный диаметр 114 мм, толщина стенки 9 мм";"т"
414206;"Отвод гнутый 90°, номинальное давление до 16 МПа, номинальный диаметр 150 мм, наружный диаметр 168 мм, толщина стенки 12 мм";"т"
414207;"Панели потолочные из стекловолокна, класс пожарной опасности КМ1, классзвуко поглощения А, размер 600х600 мм, толщина 15 мм";"м2"
414208;"Панель из поликарбоната, монолитная, бесцветная, толщина 1,0 мм";"м2"
414209;"Панель из поликарбоната, монолитная, бесцветная, толщина 2,0 мм";"м2"
414210;"Панель из поликарбоната, монолитная, бесцветная, толщина 3,0 мм";"м2"
414211;"Панель из поликарбоната, монолитная, бесцветная, толщина 4,0 мм";"м2"
414212;"Панель из поликарбоната, монолитная, бесцветная, толщина 5,0 мм";"м2"
414213;"Панель из поликарбоната, монолитная, бесцветная, толщина 6,0 мм";"м2"
414214;"Панель из поликарбоната, монолитная, бесцветная, толщина 8,0 мм";"м2"
414215;"Панель из поликарбоната, монолитная, бесцветная, толщина 10,0 мм";"м2"
414216;"Панель из поликарбоната, монолитная, цветная, толщина 2,0 мм";"м2"
414217;"Панель из поликарбоната, монолитная, цветная, толщина 3,0 мм";"м2"
414218;"Панель из поликарбоната, монолитная, цветная, толщина 4,0 мм";"м2"
414219;"Панель из поликарбоната, монолитная, цветная, толщина 5,0 мм";"м2"
414220;"Панель из поликарбоната, монолитная, цветная, толщина 6,0 мм";"м2"
414221;"Панель из поликарбоната, монолитная, цветная, толщина 8,0 мм";"м2"
414222;"Панель из поликарбоната, монолитная, цветная, толщина 10,0 мм";"м2"
414223;"Панель из поликарбоната, сотовая, бесцветная, толщина 4,0 мм";"м2"
414224;"Панель из поликарбоната, сотовая, бесцветная, толщина 6,0 мм";"м2"
414225;"Панель из поликарбоната, сотовая, бесцветная, толщина 8,0 мм";"м2"
414226;"Панель из поликарбоната, сотовая, бесцветная, толщина 10,0 мм";"м2"
414227;"Панель из поликарбоната, сотовая, бесцветная, толщина 16,0 мм";"м2"
414228;"Панель из поликарбоната, сотовая, бесцветная, толщина 20,0 мм";"м2"
414229;"Панель из поликарбоната, сотовая, бесцветная, толщина 25,0 мм";"м2"
414230;"Панель из поликарбоната, сотовая, цветная, толщина 10,0 мм";"м2"
414231;"Панель из поликарбоната, сотовая, цветная, толщина 16,0 мм";"м2"
414232;"Панель из поликарбоната, сотовая, цветная, толщина 20,0 мм";"м2"
414233;"Панель из поликарбоната, сотовая, цветная, толщина 25,0 мм";"м2"
414234;"Панель из поликарбоната, сотовая, цветная, толщина 4,0 мм";"м2"
414235;"Панель из поликарбоната, сотовая, цветная, толщина 6,0 мм";"м2"
414236;"Панель из поликарбоната, сотовая, цветная, толщина 8,0 мм";"м2"
414237;"Паук металлический для водосточных систем, окрашенный, диаметр 100 мм";"шт"
414238;"Паук МП, диаметр 100 мм";"шт"
414239;"Переход (конус) от тела к телескопу сборного канализационного колодца, полипропиленовый, с резиновым уплотнением, диаметр 800 мм, высота 630 мм";"шт"
414240;"Переход (конус) от тела к телескопу сборного канализационного колодца, полипропиленовый, с резиновым уплотнением, диаметр 1000 мм, высота 630 мм";"шт"
414241;"Планка карниза металлическая для металлочерепичной кровли, окрашенная, размер 100х65 мм, длина 2000 мм";"шт"
414242;"Планка примыкания для устройства кровли из метеллочерепицы, сполимерным покрытием, размеры 150х206 мм";"м"
414243;"Планка снегозадержателя металлическая для металлочерепичной кровли, окрашенная, размер 95х65 мм, длина 2000 мм";"шт"
414244;"Планка стыковочная металлическая для металлочерепичной кровли, окрашенная, ширина 50 мм, высота 18 мм, длина 2000 мм";"шт"
414245;"Планка торцевая металлическая для металлочерепичной кровли, окрашенная, ширина до 120 мм, высота до 145 мм, длина 2000 мм";"шт"
414246;"Плата распределительная стальная для грунтовых прядевых анкеров";"шт"
414247;"Пленка радиографическая рулонная, ширина 100 мм";"10 м"
414248;"Плитка керамическая глазурованная для внутренней облицовки стен, гладкая, декорированная методом сериографии, кобальтовая с завалом";"м2"
414249;"Плитка керамическая глазурованная для внутренней облицовки стен, гладкая, декорированная методом сериографии, черная с завалом";"м2"
414250;"Плитки из резиновой крошки с соединительными трубками цветные в один цвет, толщина 30 мм";"м2"
414251;"Плитки из резиновой крошки с соединительными трубками цветные в один цвет, толщина 45 мм";"м2"
414252;"Плитки из резиновой крошки цветные в один цвет, толщина 30 мм";"м2"
414253;"Плитки из резиновой крошки цветные в один цвет, толщина 45 мм";"м2"
414254;"Плитки керамические глазурованные для внутренней облицовки стен, декоративные, бордюрные, размер 30x200 мм";"м"
414255;"Плитки керамические глазурованные для внутренней облицовки стен, декоративные, бордюрные, размер 50x200 мм";"м"
414256;"Плитки керамические глазурованные для внутренней облицовки стен, декоративные, бордюрные, размер 70x200 мм";"м"
414257;"Плиты древесноволокнистые группы А, твердые марки ТС-400, толщина 6 мм";"1000 м2"
414258;"Плиты из пенополистирола, для укрепления земляного полотна";"т"
414259;"Плиты из пенополистирола, размером: 0,6х4 м для укрепления земляного полотна";"т"
414260;"Подводки гибкие армированные для воды, антивибрационные в комплекте с прокладками, диаметр 15 мм";"м"
414261;"Подводки гибкие армированные для воды, антивибрационные в комплекте с прокладками, диаметр 15 мм, длина 500 мм";"компл"
414262;"Подводки гибкие армированные для газа, антивибрационные в комплекте с прокладками, диаметр 15 мм";"м"
414263;"Подводки гибкие армированные для газа, антивибрационные в комплекте с прокладками, диаметр 15 мм, длина 500 мм";"компл"
414264;"Покрытие двухслойное бесшовное пористое водопроницаемое для детскихигровых площадок, цветное в один цвет, верхний слой из каучуковой крошки толщиной 5 мм, нижний слой из резиновой крошки толщиной 10 мм";"м2"
414265;"Поликарбонат монолитный толщиной 1 мм прозрачный";"м2"
414266;"Поликарбонат монолитный толщиной 10 мм прозрачный";"м2"
414267;"Поликарбонат монолитный толщиной 10 мм цветной";"м2"
414268;"Поликарбонат монолитный толщиной 2 мм прозрачный";"м2"
414269;"Поликарбонат монолитный толщиной 2 мм цветной";"м2"
414270;"Поликарбонат монолитный толщиной 3 мм прозрачный";"м2"
414271;"Поликарбонат монолитный толщиной 3 мм цветной";"м2"
414272;"Поликарбонат монолитный толщиной 4 мм прозрачный";"м2"
414273;"Поликарбонат монолитный толщиной 4 мм цветной";"м2"
414274;"Поликарбонат монолитный толщиной 5 мм прозрачный";"м2"
414275;"Поликарбонат монолитный толщиной 5 мм цветной";"м2"
414276;"Поликарбонат монолитный толщиной 6 мм прозрачный";"м2"
414277;"Поликарбонат монолитный толщиной 6 мм цветной";"м2"
414278;"Поликарбонат монолитный толщиной 8 мм прозрачный";"м2"
414279;"Поликарбонат монолитный толщиной 8 мм цветной";"м2"
414280;"Поликарбонат сотовый толщиной 10 мм прозрачный";"м2"
414281;"Поликарбонат сотовый толщиной 10 мм цветной";"м2"
414282;"Поликарбонат сотовый толщиной 16 мм прозрачный";"м2"
414283;"Поликарбонат сотовый толщиной 16 мм цветной";"м2"
414284;"Поликарбонат сотовый толщиной 20 мм прозрачный";"м2"
414285;"Поликарбонат сотовый толщиной 20 мм цветной";"м2"
414286;"Поликарбонат сотовый толщиной 25 мм прозрачный";"м2"
414287;"Поликарбонат сотовый толщиной 25 мм цветной";"м2"
414288;"Поликарбонат сотовый толщиной 4 мм прозрачный";"м2"
414289;"Поликарбонат сотовый толщиной 4 мм цветной";"м2"
414290;"Поликарбонат сотовый толщиной 6 мм прозрачный";"м2"
414291;"Поликарбонат сотовый толщиной 6 мм цветной";"м2"
414292;"Поликарбонат сотовый толщиной 8 мм прозрачный";"м2"
414293;"Поликарбонат сотовый толщиной 8 мм цветной";"м2"
414294;"Полоса поролоновая с самоклеющимся слоем для ендовы и с антиадгезионной пленкой, ширина 30 мм, высота 60 мм";"10 м"
414295;"Полотна калиток глухие";"м2"
414296;"Полотна калиток глухиет";"т"
414297;"Полотна калиток решетчатые";"м2"
414298;"Полотна калиток решетчатые";"т"
414299;"Порт тестовый для испытания двустенных токопроводящих труб, диаметр 13 мм";"шт"
414300;"Провод антенный МА, сечение 1,5 мм2";"т"
414301;"Провод антенный МА, сечение 10 мм2";"т"
414302;"Провод антенный МА, сечение 2,5 мм2";"т"
414303;"Провод антенный МА, сечение 4 мм2";"т"
414304;"Провод антенный МА, сечение 6 мм2";"т"
414305;"Провод антенный МГ, сечение 1,5 мм2";"т"
414306;"Провод антенный МГ, сечение 10 мм2";"т"
414307;"Провод антенный МГ, сечение 120 мм2";"т"
414308;"Провод антенный МГ, сечение 150 мм2";"т"
414309;"Провод антенный МГ, сечение 16 мм2";"т"
414310;"Провод антенный МГ, сечение 185 мм2";"т"
414311;"Провод антенный МГ, сечение 2,5 мм2";"т"
414312;"Провод антенный МГ, сечение 240 мм2";"т"
414313;"Провод антенный МГ, сечение 25 мм2";"т"
414314;"Провод антенный МГ, сечение 300 мм2";"т"
414315;"Провод антенный МГ, сечение 35 мм2";"т"
414316;"Провод антенный МГ, сечение 400 мм2";"т"
414317;"Провод антенный МГ, сечение 50 мм2";"т"
414318;"Провод антенный МГ, сечение 500 мм2";"т"
414319;"Провод антенный МГ, сечение 6 мм2";"т"
414320;"Провод антенный МГ, сечение 70 мм2";"т"
414321;"Провод антенный МГ, сечение 95 мм2";"т"
414322;"Провод неизолированный для воздушных линий электропередачи А 16";"т"
414323;"Провод неизолированный для воздушных линий электропередачи А 25";"т"
414324;"Провод неизолированный для воздушных линий электропередачи А 35";"т"
414325;"Провод неизолированный для воздушных линий электропередачи А 50";"т"
414326;"Провод неизолированный для воздушных линий электропередачи А 70";"т"
414327;"Провод неизолированный для воздушных линий электропередачи А 95";"т"
414328;"Провод неизолированный для воздушных линий электропередачи А 150";"т"
414329;"Провод неизолированный для воздушных линий электропередачи А 185";"т"
414330;"Провод неизолированный для воздушных линий электропередачи А 240";"т"
414331;"Провод неизолированный для воздушных линий электропередачи АС 50/8";"т"
414332;"Провод неизолированный для воздушных линий электропередачи АС 70/11";"т"
414333;"Провод неизолированный для воздушных линий электропередачи АС 95/16";"т"
414334;"Провод неизолированный для воздушных линий электропередачи АС 185/24";"т"
414335;"Провод неизолированный для воздушных линий электропередачи АС 240/32";"т"
414336;"Провод неизолированный для воздушных линий электропередачи АС 300/39";"т"
414337;"Провод неизолированный для воздушных линий электропередачи АС 330/30";"т"
414338;"Провод неизолированный для воздушных линий электропередачи АС 400/18";"т"
414339;"Провод неизолированный для воздушных линий электропередачи М 16";"т"
414340;"Провод неизолированный для воздушных линий электропередачи М 25";"т"
414341;"Провод неизолированный для воздушных линий электропередачи М 35";"т"
414342;"Провод неизолированный для воздушных линий электропередачи М 50";"т"
414343;"Провод неизолированный для воздушных линий электропередачи М 95";"т"
414344;"Провод неизолированный для воздушных линий электропередачи М 120";"т"
414345;"Проволока латунная марки Л63 круглая, твердая, нормальной точности, диаметром 2,5 мм";"кг"
414346;"Проволока никель-алюминиевая порошковая для создания подслоя при напылении";"кг"
414347;"Проволока стальная кровельная светлая";"т"
414348;"Проволока стальная низкоуглеродистая общего назначения оцинкованная, диаметр 4,0 -10,0 мм";"т"
414349;"Проволока черная диаметром: 2,0 мм";"кг"
414350;"Прокат полосовой горячекатаный, сталь углеродистая обыкновенногокачества Ст0, Ст3кп/сп/пс, толщина 4-5 мм, ширина 70 мм";"т"
414351;"Профиль направляющий из нержавеющей стали, для навесных вентилируемых фасадов, ширина 80 мм, высота 32 мм";"м"
414352;"Рефнет-разветвитель KHRQ22M20T";"шт"
414353;"Рефнет-разветвитель KHRQ22M29T";"шт"
414354;"Решетка рельсошпальная с применением новых и старогодных материалов, тип рельсов: Р65 старогодные, шпалы железобетонные новые, скреплениярельсовые типа W-30 (Фоссло) новые, стыковые старогодные, эпюра шпал 2000 шт";"1000 м"
414355;"Рукав с внутренней гидроизоляционной камерой на основе капронового каркаса, диаметр 51 мм";"м"
414356;"Рукав с внутренней гидроизоляционной камерой на основе капронового каркаса, диаметр 66 мм";"м"
414357;"Рукав стекловолоконный полимерный ультрафиолетового отверждения для санации трубопроводов, плотность материала после отверждения 1,69 г/см3, долговременный модуль упругости не менее 14500 Н/мм, диаметр 750 мм, толщина 7 мм";"м"
414358;"Рукав стекловолоконный полимерный ультрафиолетового отверждения для санации трубопроводов, плотность материала после отверждения 1,69 г/см3, долговременный модуль упругости не менее 14500 Н/мм, диаметр 1000 мм, толщина 10 мм";"м"
414359;"Рукав стекловолоконный полимерный ультрафиолетового отверждения для санации трубопроводов, плотность материала после отверждения 1,69 г/см3, долговременный модуль упругости не менее 14500 Н/мм, диаметр 1200 мм, толщина 12 мм";"м"
414360;"Рукав стекловолоконный полимерный ультрафиолетового отверждения для санации трубопроводов, плотность материала после отверждения 1,69 г/см3, долговременный модуль упругости не менее 14500 Н/мм, диаметр 1500 мм, толщина 12 мм";"м"
414361;"Свая стальная винтовая ВСЛМ, диаметр ствола 159 мм, толщина стенки 5 мм, длина 4000 мм";"шт"
414362;"Свая стальная винтовая ВСЛМ, диаметр ствола 159 мм, толщина стенки 5 мм, длина 5000 мм";"шт"
414363;"Свая стальная винтовая ВСЛМ, диаметр ствола 159 мм, толщина стенки 5 мм, длина 6000 мм";"шт"
414364;"Свая стальная винтовая ВСЛМ, диаметр ствола 159 мм, толщина стенки 5 мм, длина 7000 мм";"шт"
414365;"Свая стальная винтовая ВСЛМ, диаметр ствола 159 мм, толщина стенки 5 мм, длина 8000 мм";"шт"
414366;"Свая стальная винтовая ВСЛМ, диаметр ствола 159 мм, толщина стенки 5 мм, длина 9000 мм";"шт"
414367;"Свая стальная винтовая ВСЛМ, диаметр ствола 159 мм, толщина стенки 5 мм, длина 10000 мм";"шт"
414368;"Свая стальная винтовая ВСЛМ, диаметр ствола 219 мм, толщина стенки 6 мм, длина 4000 мм";"шт"
414369;"Свая стальная винтовая ВСЛМ, диаметр ствола 219 мм, толщина стенки 6 мм, длина 5000 мм";"шт"
414370;"Свая стальная винтовая ВСЛМ, диаметр ствола 219 мм, толщина стенки 6 мм, длина 6000 мм";"шт"
414371;"Свая стальная винтовая ВСЛМ, диаметр ствола 219 мм, толщина стенки 6 мм, длина 7000 мм";"шт"
414372;"Свая стальная винтовая ВСЛМ, диаметр ствола 219 мм, толщина стенки 6 мм, длина 8000 мм";"шт"
414373;"Свая стальная винтовая ВСЛМ, диаметр ствола 219 мм, толщина стенки 6 мм, длина 9000 мм";"шт"
414374;"Свая стальная винтовая ВСЛМ, диаметр ствола 219 мм, толщина стенки 6 мм, длина 10000 мм";"шт"
414375;"Свая стальная винтовая конусно-спиральная без оголовка оцинкованная, диаметр ствола 89 мм, длина 1500 мм";"шт"
414376;"Свая стальная СвЗ с коническим сварным наконечником, длина 6000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6, 8 мм";"шт"
414377;"Свая стальная СвЗ с коническим сварным наконечником, длина 8000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6, 8 мм";"шт"
414378;"Свая стальная СвЗ с коническим сварным наконечником, длина 10000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6, 8 мм";"шт"
414379;"Свая стальная СвЗ с коническим сварным наконечником, длина 12000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6, 8 мм";"шт"
414380;"Свая стальная СвЗ с коническим сварным наконечником, длина 14000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6, 8 мм";"шт"
414381;"Свая стальная СвЗ с коническим сварным наконечником, длина 16000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6, 8 мм";"шт"
414382;"Свая стальная СвЗ с коническим сварным наконечником, длина 18000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6, 8 мм";"шт"
414383;"Свая стальная СвЗ с коническим сварным наконечником, длина 20000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6, 8 мм";"шт"
414384;"Свая стальная СвЗ с коническим сварным наконечником, длина 6000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 8 мм";"шт"
414385;"Свая стальная СвЗ с коническим сварным наконечником, длина 8000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 8 мм";"шт"
414386;"Свая стальная СвЗ с коническим сварным наконечником, длина 10000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 8 мм";"шт"
414387;"Свая стальная СвЗ с коническим сварным наконечником, длина 12000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 8 мм";"шт"
414388;"Свая стальная СвЗ с коническим сварным наконечником, длина 14000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 8 мм";"шт"
414389;"Свая стальная СвЗ с коническим сварным наконечником, длина 16000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 8 мм";"шт"
414390;"Свая стальная СвЗ с коническим сварным наконечником, длина 18000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 8 мм";"шт"
414391;"Свая стальная СвЗ с коническим сварным наконечником, длина 20000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 8 мм";"шт"
414392;"Свая стальная СвЗ с коническим сварным наконечником, длина 6000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8 мм";"шт"
414393;"Свая стальная СвЗ с коническим сварным наконечником, длина 8000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8 мм";"шт"
414394;"Свая стальная СвЗ с коническим сварным наконечником, длина 10000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8 мм";"шт"
414395;"Свая стальная СвЗ с коническим сварным наконечником, длина 12000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8 мм";"шт"
414396;"Свая стальная СвЗ с коническим сварным наконечником, длина 14000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8 мм";"шт"
414397;"Свая стальная СвЗ с коническим сварным наконечником, длина 16000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8 мм";"шт"
414398;"Свая стальная СвЗ с коническим сварным наконечником, длина 18000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8 мм";"шт"
414399;"Свая стальная СвЗ с коническим сварным наконечником, длина 20000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8 мм";"шт"
414400;"Свая стальная СвЗ с коническим сварным наконечником, длина 6000 мм, из трубы наружным диаметром 426 мм, толщиной стенки 8 мм";"шт"
414401;"Свая стальная СвЗ с коническим сварным наконечником, длина 8000 мм, из трубы наружным диаметром 426 мм, толщиной стенки 8 мм";"шт"
414402;"Свая стальная СвЗ с коническим сварным наконечником, длина 10000 мм, из трубы наружным диаметром 426 мм, толщиной стенки 8 мм";"шт"
414403;"Свая стальная СвЗ с коническим сварным наконечником, длина 12000 мм, из трубы наружным диаметром 426 мм, толщиной стенки 8 мм";"шт"
414404;"Свая стальная СвЗ с коническим сварным наконечником, длина 14000 мм, из трубы наружным диаметром 426 мм, толщиной стенки 8 мм";"шт"
414405;"Свая стальная СвЗ с коническим сварным наконечником, длина 16000 мм, из трубы наружным диаметром 426 мм, толщиной стенки 8 мм";"шт"
414406;"Свая стальная СвЗ с коническим сварным наконечником, длина 18000 мм, из трубы наружным диаметром 426 мм, толщиной стенки 8 мм";"шт"
414407;"Свая стальная СвЗ с коническим сварным наконечником, длина 20000 мм, из трубы наружным диаметром 426 мм, толщиной стенки 8 мм.";"шт"
414408;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 5000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6-8 мм";"шт"
414409;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 5000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 7, 8 мм";"шт"
414410;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 5000 мм, из трубы наружным диаметром 273 мм, толщиной стенки 8, 9 мм";"шт"
414411;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 5000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8, 9 мм";"шт"
414412;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 6000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6-8 мм";"шт"
414413;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 6000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 7, 8 мм";"шт"
414414;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 6000 мм, из трубы наружным диаметром 273 мм, толщиной стенки 8, 9 мм";"шт"
414415;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 6000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8, 9 мм";"шт"
414416;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 7000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6-8 мм";"шт"
414417;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 7000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 7, 8 мм";"шт"
414418;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 7000 мм, из трубы наружным диаметром 273 мм, толщиной стенки 8, 9 мм";"шт"
414419;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 7000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8, 9 мм";"шт"
414420;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 8000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6-8 мм";"шт"
414421;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 8000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 7, 8 мм";"шт"
414422;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 8000 мм, из трубы наружным диаметром 273 мм, толщиной стенки 8, 9 мм";"шт"
414423;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 8000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8, 9 мм";"шт"
414424;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 9000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6-8 мм";"шт"
414425;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 9000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 7, 8 мм";"шт"
414426;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 9000 мм, из трубы наружным диаметром 273 мм, толщиной стенки 8, 9 мм";"шт"
414427;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 9000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8, 9 мм";"шт"
414428;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 10000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6-8 мм";"шт"
414429;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 10000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 7, 8 мм";"шт"
414430;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 10000 мм, из трубы наружным диаметром 273 мм, толщиной стенки 8, 9 мм";"шт"
414431;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 10000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8, 9 мм";"шт"
414432;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 11000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6-8 мм";"шт"
414433;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 11000 мм, из трубы наружным диаметром 219 мм, толщиной стенки 7, 8 мм";"шт"
414434;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 11000 мм, из трубы наружным диаметром 273 мм, толщиной стенки 8, 9 мм";"шт"
414435;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 11000 мм, из трубы наружным диаметром 325 мм, толщиной стенки 8, 9 мм";"шт"
414436;"Свая стальная СвО с двухслойным эпоксидным покрытием, длина 12000 мм, из трубы наружным диаметром 159 мм, толщиной стенки 6-8 мм";"шт"
